Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by DTWP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","DTWP - 1 Digit Level","Count",
"Persons Place of Usual Residence","2205, NSW","2.5 km to less than 10 km",3668
"Persons Place of Usual Residence","2205, NSW","10 km to less than 30 km",4703
"Persons Place of Usual Residence","2205, NSW","30 km to less than 50 km",271
"Persons Place of Usual Residence","2205, NSW","50 km to less than 250 km",72
"Persons Place of Usual Residence","2205, NSW","250 km and over",53
"Persons Place of Usual Residence","2205, NSW","Not applicable",9724
"Persons Place of Usual Residence","2205, NSW","Total",19447
"Persons Place of Usual Residence","2206, NSW","Over 0 km to less than 2.5 km",514
"Persons Place of Usual Residence","2206, NSW","Nil distance",494
"Persons Place of Usual Residence","2206, NSW","2.5 km to less than 10 km",3265
"Persons Place of Usual Residence","2206, NSW","10 km to less than 30 km",3773
"Persons Place of Usual Residence","2206, NSW","30 km to less than 50 km",187
"Persons Place of Usual Residence","2206, NSW","50 km to less than 250 km",52
"Persons Place of Usual Residence","2206, NSW","250 km and over",35
"Persons Place of Usual Residence","2206, NSW","Not applicable",11087
"Persons Place of Usual Residence","2206, NSW","Total",19407
"Persons Place of Usual Residence","2207, NSW","Over 0 km to less than 2.5 km",1153
"Persons Place of Usual Residence","2207, NSW","Nil distance",617
"Persons Place of Usual Residence","2207, NSW","2.5 km to less than 10 km",3699
"Persons Place of Usual Residence","2207, NSW","10 km to less than 30 km",6120
"Persons Place of Usual Residence","2207, NSW","30 km to less than 50 km",286
"Persons Place of Usual Residence","2207, NSW","50 km to less than 250 km",69
"Persons Place of Usual Residence","2207, NSW","250 km and over",55
"Persons Place of Usual Residence","2207, NSW","Not applicable",16527
"Persons Place of Usual Residence","2207, NSW","Total",28536
"Persons Place of Usual Residence","2208, NSW","Over 0 km to less than 2.5 km",399
"Persons Place of Usual Residence","2208, NSW","Nil distance",290
"Persons Place of Usual Residence","2208, NSW","2.5 km to less than 10 km",1526
"Persons Place of Usual Residence","2208, NSW","10 km to less than 30 km",2868
"Persons Place of Usual Residence","2208, NSW","30 km to less than 50 km",116
"Persons Place of Usual Residence","2208, NSW","50 km to less than 250 km",42
"Persons Place of Usual Residence","2208, NSW","250 km and over",15
"Persons Place of Usual Residence","2208, NSW","Not applicable",7193
"Persons Place of Usual Residence","2208, NSW","Total",12450
"Persons Place of Usual Residence","2209, NSW","Over 0 km to less than 2.5 km",481
"Persons Place of Usual Residence","2209, NSW","Nil distance",272
"Persons Place of Usual Residence","2209, NSW","2.5 km to less than 10 km",1636
"Persons Place of Usual Residence","2209, NSW","10 km to less than 30 km",3991
"Persons Place of Usual Residence","2209, NSW","30 km to less than 50 km",155
"Persons Place of Usual Residence","2209, NSW","50 km to less than 250 km",31
"Persons Place of Usual Residence","2209, NSW","250 km and over",23
"Persons Place of Usual Residence","2209, NSW","Not applicable",9175
"Persons Place of Usual Residence","2209, NSW","Total",15772
"Persons Place of Usual Residence","2210, NSW","Over 0 km to less than 2.5 km",904
"Persons Place of Usual Residence","2210, NSW","Nil distance",678
"Persons Place of Usual Residence","2210, NSW","2.5 km to less than 10 km",3067
"Persons Place of Usual Residence","2210, NSW","10 km to less than 30 km",7387
"Persons Place of Usual Residence","2210, NSW","30 km to less than 50 km",345
"Persons Place of Usual Residence","2210, NSW","50 km to less than 250 km",92
"Persons Place of Usual Residence","2210, NSW","250 km and over",61
"Persons Place of Usual Residence","2210, NSW","Not applicable",18047
"Persons Place of Usual Residence","2210, NSW","Total",30582
"Persons Place of Usual Residence","2211, NSW","Over 0 km to less than 2.5 km",427
"Persons Place of Usual Residence","2211, NSW","Nil distance",394
"Persons Place of Usual Residence","2211, NSW","2.5 km to less than 10 km",1773
"Persons Place of Usual Residence","2211, NSW","10 km to less than 30 km",4418
"Persons Place of Usual Residence","2211, NSW","30 km to less than 50 km",272
"Persons Place of Usual Residence","2211, NSW","50 km to less than 250 km",59
"Persons Place of Usual Residence","2211, NSW","250 km and over",34
"Persons Place of Usual Residence","2211, NSW","Not applicable",9466
"Persons Place of Usual Residence","2211, NSW","Total",16845
"Persons Place of Usual Residence","2212, NSW","Over 0 km to less than 2.5 km",602
"Persons Place of Usual Residence","2212, NSW","Nil distance",336
"Persons Place of Usual Residence","2212, NSW","2.5 km to less than 10 km",1500
"Persons Place of Usual Residence","2212, NSW","10 km to less than 30 km",4019
"Persons Place of Usual Residence","2212, NSW","30 km to less than 50 km",297
"Persons Place of Usual Residence","2212, NSW","50 km to less than 250 km",50
"Persons Place of Usual Residence","2212, NSW","250 km and over",37
"Persons Place of Usual Residence","2212, NSW","Not applicable",9014
"Persons Place of Usual Residence","2212, NSW","Total",15846
"Persons Place of Usual Residence","2213, NSW","Over 0 km to less than 2.5 km",626
"Persons Place of Usual Residence","2213, NSW","Nil distance",534
"Persons Place of Usual Residence","2213, NSW","2.5 km to less than 10 km",2131
"Persons Place of Usual Residence","2213, NSW","10 km to less than 30 km",5786
"Persons Place of Usual Residence","2213, NSW","30 km to less than 50 km",588
"Persons Place of Usual Residence","2213, NSW","50 km to less than 250 km",76
"Persons Place of Usual Residence","2213, NSW","250 km and over",43
"Persons Place of Usual Residence","2213, NSW","Not applicable",12007
"Persons Place of Usual Residence","2213, NSW","Total",21788
"Persons Place of Usual Residence","2214, NSW","Over 0 km to less than 2.5 km",96
"Persons Place of Usual Residence","2214, NSW","Nil distance",112
"Persons Place of Usual Residence","2214, NSW","2.5 km to less than 10 km",589
"Persons Place of Usual Residence","2214, NSW","10 km to less than 30 km",868
"Persons Place of Usual Residence","2214, NSW","30 km to less than 50 km",108
"Persons Place of Usual Residence","2214, NSW","50 km to less than 250 km",12
"Persons Place of Usual Residence","2214, NSW","250 km and over",7
"Persons Place of Usual Residence","2214, NSW","Not applicable",2158
"Persons Place of Usual Residence","2214, NSW","Total",3952
"Persons Place of Usual Residence","2216, NSW","Over 0 km to less than 2.5 km",1299
"Persons Place of Usual Residence","2216, NSW","Nil distance",479
"Persons Place of Usual Residence","2216, NSW","2.5 km to less than 10 km",4040
"Persons Place of Usual Residence","2216, NSW","10 km to less than 30 km",7149
"Persons Place of Usual Residence","2216, NSW","30 km to less than 50 km",394
"Persons Place of Usual Residence","2216, NSW","50 km to less than 250 km",83
"Persons Place of Usual Residence","2216, NSW","250 km and over",70
"Persons Place of Usual Residence","2216, NSW","Not applicable",14544
"Persons Place of Usual Residence","2216, NSW","Total",28065
"Persons Place of Usual Residence","2217, NSW","Over 0 km to less than 2.5 km",1770
"Persons Place of Usual Residence","2217, NSW","Nil distance",478
"Persons Place of Usual Residence","2217, NSW","2.5 km to less than 10 km",3142
"Persons Place of Usual Residence","2217, NSW","10 km to less than 30 km",6894
"Persons Place of Usual Residence","2217, NSW","30 km to less than 50 km",335
"Persons Place of Usual Residence","2217, NSW","50 km to less than 250 km",115
"Persons Place of Usual Residence","2217, NSW","250 km and over",74
"Persons Place of Usual Residence","2217, NSW","Not applicable",14039
"Persons Place of Usual Residence","2217, NSW","Total",26846
"Persons Place of Usual Residence","2218, NSW","Over 0 km to less than 2.5 km",995
"Persons Place of Usual Residence","2218, NSW","Nil distance",283
"Persons Place of Usual Residence","2218, NSW","2.5 km to less than 10 km",1563
"Persons Place of Usual Residence","2218, NSW","10 km to less than 30 km",4735
"Persons Place of Usual Residence","2218, NSW","30 km to less than 50 km",191
"Persons Place of Usual Residence","2218, NSW","50 km to less than 250 km",48
"Persons Place of Usual Residence","2218, NSW","250 km and over",39
"Persons Place of Usual Residence","2218, NSW","Not applicable",8572
"Persons Place of Usual Residence","2218, NSW","Total",16425
"Persons Place of Usual Residence","2219, NSW","Over 0 km to less than 2.5 km",428
"Persons Place of Usual Residence","2219, NSW","Nil distance",320
"Persons Place of Usual Residence","2219, NSW","2.5 km to less than 10 km",1559
"Persons Place of Usual Residence","2219, NSW","10 km to less than 30 km",3315
"Persons Place of Usual Residence","2219, NSW","30 km to less than 50 km",197
"Persons Place of Usual Residence","2219, NSW","50 km to less than 250 km",44
"Persons Place of Usual Residence","2219, NSW","250 km and over",37
"Persons Place of Usual Residence","2219, NSW","Not applicable",7298
"Persons Place of Usual Residence","2219, NSW","Total",13196
"Persons Place of Usual Residence","2220, NSW","Over 0 km to less than 2.5 km",1834
"Persons Place of Usual Residence","2220, NSW","Nil distance",557
"Persons Place of Usual Residence","2220, NSW","2.5 km to less than 10 km",2489
"Persons Place of Usual Residence","2220, NSW","10 km to less than 30 km",8947
"Persons Place of Usual Residence","2220, NSW","30 km to less than 50 km",362
"Persons Place of Usual Residence","2220, NSW","50 km to less than 250 km",89
"Persons Place of Usual Residence","2220, NSW","250 km and over",75
"Persons Place of Usual Residence","2220, NSW","Not applicable",18131
"Persons Place of Usual Residence","2220, NSW","Total",32487
"Persons Place of Usual Residence","2221, NSW","Over 0 km to less than 2.5 km",545
"Persons Place of Usual Residence","2221, NSW","Nil distance",463
"Persons Place of Usual Residence","2221, NSW","2.5 km to less than 10 km",2037
"Persons Place of Usual Residence","2221, NSW","10 km to less than 30 km",3989
"Persons Place of Usual Residence","2221, NSW","30 km to less than 50 km",191
"Persons Place of Usual Residence","2221, NSW","50 km to less than 250 km",59
"Persons Place of Usual Residence","2221, NSW","250 km and over",51
"Persons Place of Usual Residence","2221, NSW","Not applicable",9150
"Persons Place of Usual Residence","2221, NSW","Total",16482
"Persons Place of Usual Residence","2222, NSW","Over 0 km to less than 2.5 km",694
"Persons Place of Usual Residence","2222, NSW","Nil distance",218
"Persons Place of Usual Residence","2222, NSW","2.5 km to less than 10 km",1217
"Persons Place of Usual Residence","2222, NSW","10 km to less than 30 km",3812
"Persons Place of Usual Residence","2222, NSW","30 km to less than 50 km",139
"Persons Place of Usual Residence","2222, NSW","50 km to less than 250 km",36
"Persons Place of Usual Residence","2222, NSW","250 km and over",31
"Persons Place of Usual Residence","2222, NSW","Not applicable",6633
"Persons Place of Usual Residence","2222, NSW","Total",12790
"Persons Place of Usual Residence","2223, NSW","Over 0 km to less than 2.5 km",902
"Persons Place of Usual Residence","2223, NSW","Nil distance",545
"Persons Place of Usual Residence","2223, NSW","2.5 km to less than 10 km",2045
"Persons Place of Usual Residence","2223, NSW","10 km to less than 30 km",6338
"Persons Place of Usual Residence","2223, NSW","30 km to less than 50 km",259
"Persons Place of Usual Residence","2223, NSW","50 km to less than 250 km",72
"Persons Place of Usual Residence","2223, NSW","250 km and over",59
"Persons Place of Usual Residence","2223, NSW","Not applicable",10688
"Persons Place of Usual Residence","2223, NSW","Total",20903
"Persons Place of Usual Residence","2224, NSW","Over 0 km to less than 2.5 km",458
"Persons Place of Usual Residence","2224, NSW","Nil distance",447
"Persons Place of Usual Residence","2224, NSW","2.5 km to less than 10 km",1862
"Persons Place of Usual Residence","2224, NSW","10 km to less than 30 km",2945
"Persons Place of Usual Residence","2224, NSW","30 km to less than 50 km",294
"Persons Place of Usual Residence","2224, NSW","50 km to less than 250 km",82
"Persons Place of Usual Residence","2224, NSW","250 km and over",60
"Persons Place of Usual Residence","2224, NSW","Not applicable",8059
"Persons Place of Usual Residence","2224, NSW","Total",14209
"Persons Place of Usual Residence","2225, NSW","Over 0 km to less than 2.5 km",76
"Persons Place of Usual Residence","2225, NSW","Nil distance",185
"Persons Place of Usual Residence","2225, NSW","2.5 km to less than 10 km",644
"Persons Place of Usual Residence","2225, NSW","10 km to less than 30 km",1424
"Persons Place of Usual Residence","2225, NSW","30 km to less than 50 km",261
"Persons Place of Usual Residence","2225, NSW","50 km to less than 250 km",40
"Persons Place of Usual Residence","2225, NSW","250 km and over",24
"Persons Place of Usual Residence","2225, NSW","Not applicable",2759
"Persons Place of Usual Residence","2225, NSW","Total",5408
"Persons Place of Usual Residence","2226, NSW","Over 0 km to less than 2.5 km",299
"Persons Place of Usual Residence","2226, NSW","Nil distance",382
"Persons Place of Usual Residence","2226, NSW","2.5 km to less than 10 km",1409
"Persons Place of Usual Residence","2226, NSW","10 km to less than 30 km",3202
"Persons Place of Usual Residence","2226, NSW","30 km to less than 50 km",635
"Persons Place of Usual Residence","2226, NSW","50 km to less than 250 km",91
"Persons Place of Usual Residence","2226, NSW","250 km and over",37
"Persons Place of Usual Residence","2226, NSW","Not applicable",6448
"Persons Place of Usual Residence","2226, NSW","Total",12505
"Persons Place of Usual Residence","2227, NSW","Over 0 km to less than 2.5 km",673
