Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by MSTP Registered Marital Status"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","MSTP Registered Marital Status","Count",
"Persons Place of Usual Residence","2793, NSW","Separated",51
"Persons Place of Usual Residence","2793, NSW","Married",401
"Persons Place of Usual Residence","2793, NSW","Not applicable",133
"Persons Place of Usual Residence","2793, NSW","Total",975
"Persons Place of Usual Residence","2794, NSW","Never married",2678
"Persons Place of Usual Residence","2794, NSW","Widowed",733
"Persons Place of Usual Residence","2794, NSW","Divorced",827
"Persons Place of Usual Residence","2794, NSW","Separated",329
"Persons Place of Usual Residence","2794, NSW","Married",3998
"Persons Place of Usual Residence","2794, NSW","Not applicable",1856
"Persons Place of Usual Residence","2794, NSW","Total",10426
"Persons Place of Usual Residence","2795, NSW","Never married",12657
"Persons Place of Usual Residence","2795, NSW","Widowed",1878
"Persons Place of Usual Residence","2795, NSW","Divorced",2994
"Persons Place of Usual Residence","2795, NSW","Separated",1183
"Persons Place of Usual Residence","2795, NSW","Married",15477
"Persons Place of Usual Residence","2795, NSW","Not applicable",8363
"Persons Place of Usual Residence","2795, NSW","Total",42552
"Persons Place of Usual Residence","2797, NSW","Never married",100
"Persons Place of Usual Residence","2797, NSW","Widowed",17
"Persons Place of Usual Residence","2797, NSW","Divorced",35
"Persons Place of Usual Residence","2797, NSW","Separated",9
"Persons Place of Usual Residence","2797, NSW","Married",180
"Persons Place of Usual Residence","2797, NSW","Not applicable",77
"Persons Place of Usual Residence","2797, NSW","Total",422
"Persons Place of Usual Residence","2798, NSW","Never married",399
"Persons Place of Usual Residence","2798, NSW","Widowed",57
"Persons Place of Usual Residence","2798, NSW","Divorced",114
"Persons Place of Usual Residence","2798, NSW","Separated",40
"Persons Place of Usual Residence","2798, NSW","Married",952
"Persons Place of Usual Residence","2798, NSW","Not applicable",534
"Persons Place of Usual Residence","2798, NSW","Total",2103
"Persons Place of Usual Residence","2799, NSW","Never married",1085
"Persons Place of Usual Residence","2799, NSW","Widowed",240
"Persons Place of Usual Residence","2799, NSW","Divorced",314
"Persons Place of Usual Residence","2799, NSW","Separated",132
"Persons Place of Usual Residence","2799, NSW","Married",1532
"Persons Place of Usual Residence","2799, NSW","Not applicable",823
"Persons Place of Usual Residence","2799, NSW","Total",4119
"Persons Place of Usual Residence","2800, NSW","Never married",11989
"Persons Place of Usual Residence","2800, NSW","Widowed",2107
"Persons Place of Usual Residence","2800, NSW","Divorced",3173
"Persons Place of Usual Residence","2800, NSW","Separated",1224
"Persons Place of Usual Residence","2800, NSW","Married",16901
"Persons Place of Usual Residence","2800, NSW","Not applicable",9613
"Persons Place of Usual Residence","2800, NSW","Total",44994
"Persons Place of Usual Residence","2803, NSW","Never married",50
"Persons Place of Usual Residence","2803, NSW","Widowed",20
"Persons Place of Usual Residence","2803, NSW","Divorced",30
"Persons Place of Usual Residence","2803, NSW","Separated",3
"Persons Place of Usual Residence","2803, NSW","Married",138
"Persons Place of Usual Residence","2803, NSW","Not applicable",39
"Persons Place of Usual Residence","2803, NSW","Total",277
"Persons Place of Usual Residence","2804, NSW","Never married",572
"Persons Place of Usual Residence","2804, NSW","Widowed",209
"Persons Place of Usual Residence","2804, NSW","Divorced",210
"Persons Place of Usual Residence","2804, NSW","Separated",88
"Persons Place of Usual Residence","2804, NSW","Married",1060
"Persons Place of Usual Residence","2804, NSW","Not applicable",536
"Persons Place of Usual Residence","2804, NSW","Total",2667
"Persons Place of Usual Residence","2805, NSW","Never married",88
"Persons Place of Usual Residence","2805, NSW","Widowed",27
"Persons Place of Usual Residence","2805, NSW","Divorced",36
"Persons Place of Usual Residence","2805, NSW","Separated",15
"Persons Place of Usual Residence","2805, NSW","Married",152
"Persons Place of Usual Residence","2805, NSW","Not applicable",82
"Persons Place of Usual Residence","2805, NSW","Total",397
"Persons Place of Usual Residence","2806, NSW","Never married",145
"Persons Place of Usual Residence","2806, NSW","Widowed",55
"Persons Place of Usual Residence","2806, NSW","Divorced",64
"Persons Place of Usual Residence","2806, NSW","Separated",30
"Persons Place of Usual Residence","2806, NSW","Married",364
"Persons Place of Usual Residence","2806, NSW","Not applicable",120
"Persons Place of Usual Residence","2806, NSW","Total",781
"Persons Place of Usual Residence","2807, NSW","Never married",81
"Persons Place of Usual Residence","2807, NSW","Widowed",27
"Persons Place of Usual Residence","2807, NSW","Divorced",47
"Persons Place of Usual Residence","2807, NSW","Separated",23
"Persons Place of Usual Residence","2807, NSW","Married",174
"Persons Place of Usual Residence","2807, NSW","Not applicable",69
"Persons Place of Usual Residence","2807, NSW","Total",429
"Persons Place of Usual Residence","2808, NSW","Never married",47
"Persons Place of Usual Residence","2808, NSW","Widowed",16
"Persons Place of Usual Residence","2808, NSW","Divorced",22
"Persons Place of Usual Residence","2808, NSW","Separated",11
"Persons Place of Usual Residence","2808, NSW","Married",77
"Persons Place of Usual Residence","2808, NSW","Not applicable",12
"Persons Place of Usual Residence","2808, NSW","Total",177
"Persons Place of Usual Residence","2809, NSW","Never married",51
"Persons Place of Usual Residence","2809, NSW","Widowed",14
"Persons Place of Usual Residence","2809, NSW","Divorced",9
"Persons Place of Usual Residence","2809, NSW","Separated",17
"Persons Place of Usual Residence","2809, NSW","Married",112
"Persons Place of Usual Residence","2809, NSW","Not applicable",44
"Persons Place of Usual Residence","2809, NSW","Total",239
"Persons Place of Usual Residence","2810, NSW","Never married",632
"Persons Place of Usual Residence","2810, NSW","Widowed",239
"Persons Place of Usual Residence","2810, NSW","Divorced",250
"Persons Place of Usual Residence","2810, NSW","Separated",107
"Persons Place of Usual Residence","2810, NSW","Married",1399
"Persons Place of Usual Residence","2810, NSW","Not applicable",529
"Persons Place of Usual Residence","2810, NSW","Total",3152
"Persons Place of Usual Residence","2817, NSW","Never married",64
"Persons Place of Usual Residence","2817, NSW","Widowed",11
"Persons Place of Usual Residence","2817, NSW","Divorced",12
"Persons Place of Usual Residence","2817, NSW","Separated",12
"Persons Place of Usual Residence","2817, NSW","Married",150
"Persons Place of Usual Residence","2817, NSW","Not applicable",49
"Persons Place of Usual Residence","2817, NSW","Total",291
"Persons Place of Usual Residence","2818, NSW","Never married",188
"Persons Place of Usual Residence","2818, NSW","Widowed",38
"Persons Place of Usual Residence","2818, NSW","Divorced",56
"Persons Place of Usual Residence","2818, NSW","Separated",28
"Persons Place of Usual Residence","2818, NSW","Married",353
"Persons Place of Usual Residence","2818, NSW","Not applicable",202
"Persons Place of Usual Residence","2818, NSW","Total",864
"Persons Place of Usual Residence","2820, NSW","Never married",2354
"Persons Place of Usual Residence","2820, NSW","Widowed",472
"Persons Place of Usual Residence","2820, NSW","Divorced",511
"Persons Place of Usual Residence","2820, NSW","Separated",239
"Persons Place of Usual Residence","2820, NSW","Married",2452
"Persons Place of Usual Residence","2820, NSW","Not applicable",1282
"Persons Place of Usual Residence","2820, NSW","Total",7320
"Persons Place of Usual Residence","2821, NSW","Never married",1176
"Persons Place of Usual Residence","2821, NSW","Widowed",319
"Persons Place of Usual Residence","2821, NSW","Divorced",303
"Persons Place of Usual Residence","2821, NSW","Separated",148
"Persons Place of Usual Residence","2821, NSW","Married",1803
"Persons Place of Usual Residence","2821, NSW","Not applicable",1073
"Persons Place of Usual Residence","2821, NSW","Total",4810
"Persons Place of Usual Residence","2822, NSW","Never married",101
"Persons Place of Usual Residence","2822, NSW","Widowed",21
"Persons Place of Usual Residence","2822, NSW","Divorced",37
"Persons Place of Usual Residence","2822, NSW","Separated",19
"Persons Place of Usual Residence","2822, NSW","Married",179
"Persons Place of Usual Residence","2822, NSW","Not applicable",60
"Persons Place of Usual Residence","2822, NSW","Total",412
"Persons Place of Usual Residence","2823, NSW","Never married",370
"Persons Place of Usual Residence","2823, NSW","Widowed",100
"Persons Place of Usual Residence","2823, NSW","Divorced",85
"Persons Place of Usual Residence","2823, NSW","Separated",57
"Persons Place of Usual Residence","2823, NSW","Married",533
"Persons Place of Usual Residence","2823, NSW","Not applicable",282
"Persons Place of Usual Residence","2823, NSW","Total",1419
"Persons Place of Usual Residence","2824, NSW","Never married",590
"Persons Place of Usual Residence","2824, NSW","Widowed",144
"Persons Place of Usual Residence","2824, NSW","Divorced",125
"Persons Place of Usual Residence","2824, NSW","Separated",72
"Persons Place of Usual Residence","2824, NSW","Married",814
"Persons Place of Usual Residence","2824, NSW","Not applicable",448
"Persons Place of Usual Residence","2824, NSW","Total",2187
"Persons Place of Usual Residence","2825, NSW","Never married",663
"Persons Place of Usual Residence","2825, NSW","Widowed",169
"Persons Place of Usual Residence","2825, NSW","Divorced",119
"Persons Place of Usual Residence","2825, NSW","Separated",73
"Persons Place of Usual Residence","2825, NSW","Married",871
"Persons Place of Usual Residence","2825, NSW","Not applicable",487
"Persons Place of Usual Residence","2825, NSW","Total",2382
"Persons Place of Usual Residence","2826, NSW","Never married",38
"Persons Place of Usual Residence","2826, NSW","Widowed",6
"Persons Place of Usual Residence","2826, NSW","Divorced",7
"Persons Place of Usual Residence","2826, NSW","Separated",0
"Persons Place of Usual Residence","2826, NSW","Married",103
"Persons Place of Usual Residence","2826, NSW","Not applicable",45
"Persons Place of Usual Residence","2826, NSW","Total",197
"Persons Place of Usual Residence","2827, NSW","Never married",970
"Persons Place of Usual Residence","2827, NSW","Widowed",249
"Persons Place of Usual Residence","2827, NSW","Divorced",226
"Persons Place of Usual Residence","2827, NSW","Separated",107
"Persons Place of Usual Residence","2827, NSW","Married",1455
"Persons Place of Usual Residence","2827, NSW","Not applicable",685
"Persons Place of Usual Residence","2827, NSW","Total",3693
"Persons Place of Usual Residence","2828, NSW","Never married",239
"Persons Place of Usual Residence","2828, NSW","Widowed",53
"Persons Place of Usual Residence","2828, NSW","Divorced",49
"Persons Place of Usual Residence","2828, NSW","Separated",19
"Persons Place of Usual Residence","2828, NSW","Married",299
"Persons Place of Usual Residence","2828, NSW","Not applicable",180
"Persons Place of Usual Residence","2828, NSW","Total",832
"Persons Place of Usual Residence","2829, NSW","Never married",995
"Persons Place of Usual Residence","2829, NSW","Widowed",197
"Persons Place of Usual Residence","2829, NSW","Divorced",169
"Persons Place of Usual Residence","2829, NSW","Separated",94
"Persons Place of Usual Residence","2829, NSW","Married",1016
"Persons Place of Usual Residence","2829, NSW","Not applicable",634
"Persons Place of Usual Residence","2829, NSW","Total",3100
"Persons Place of Usual Residence","2830, NSW","Never married",11208
"Persons Place of Usual Residence","2830, NSW","Widowed",1888
"Persons Place of Usual Residence","2830, NSW","Divorced",2716
"Persons Place of Usual Residence","2830, NSW","Separated",1174
"Persons Place of Usual Residence","2830, NSW","Married",14782
"Persons Place of Usual Residence","2830, NSW","Not applicable",8518
"Persons Place of Usual Residence","2830, NSW","Total",40290
"Persons Place of Usual Residence","2831, NSW","Never married",476
"Persons Place of Usual Residence","2831, NSW","Widowed",59
"Persons Place of Usual Residence","2831, NSW","Divorced",114
"Persons Place of Usual Residence","2831, NSW","Separated",53
"Persons Place of Usual Residence","2831, NSW","Married",789
"Persons Place of Usual Residence","2831, NSW","Not applicable",431
"Persons Place of Usual Residence","2831, NSW","Total",1920
"Persons Place of Usual Residence","2832, NSW","Never married",962
"Persons Place of Usual Residence","2832, NSW","Widowed",108
"Persons Place of Usual Residence","2832, NSW","Divorced",153
"Persons Place of Usual Residence","2832, NSW","Separated",68
"Persons Place of Usual Residence","2832, NSW","Married",653
"Persons Place of Usual Residence","2832, NSW","Not applicable",617
"Persons Place of Usual Residence","2832, NSW","Total",2566
"Persons Place of Usual Residence","2833, NSW","Never married",219
"Persons Place of Usual Residence","2833, NSW","Widowed",24
"Persons Place of Usual Residence","2833, NSW","Divorced",43
"Persons Place of Usual Residence","2833, NSW","Separated",28
"Persons Place of Usual Residence","2833, NSW","Married",193
