Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by AGE5P - Age in Five Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","AGE5P - Age in Five Year Groups","Count",
"Persons Place of Usual Residence","2028, NSW","65-69 years",301
"Persons Place of Usual Residence","2028, NSW","70-74 years",225
"Persons Place of Usual Residence","2028, NSW","75-79 years",193
"Persons Place of Usual Residence","2028, NSW","80-84 years",128
"Persons Place of Usual Residence","2028, NSW","85-89 years",88
"Persons Place of Usual Residence","2028, NSW","90-94 years",54
"Persons Place of Usual Residence","2028, NSW","95-99 years",20
"Persons Place of Usual Residence","2028, NSW","100 years and over",3
"Persons Place of Usual Residence","2028, NSW","Total",4643
"Persons Place of Usual Residence","2029, NSW","0-4 years",609
"Persons Place of Usual Residence","2029, NSW","5-9 years",623
"Persons Place of Usual Residence","2029, NSW","10-14 years",562
"Persons Place of Usual Residence","2029, NSW","15-19 years",488
"Persons Place of Usual Residence","2029, NSW","20-24 years",494
"Persons Place of Usual Residence","2029, NSW","25-29 years",676
"Persons Place of Usual Residence","2029, NSW","30-34 years",899
"Persons Place of Usual Residence","2029, NSW","35-39 years",852
"Persons Place of Usual Residence","2029, NSW","40-44 years",828
"Persons Place of Usual Residence","2029, NSW","45-49 years",628
"Persons Place of Usual Residence","2029, NSW","50-54 years",600
"Persons Place of Usual Residence","2029, NSW","55-59 years",471
"Persons Place of Usual Residence","2029, NSW","60-64 years",451
"Persons Place of Usual Residence","2029, NSW","65-69 years",505
"Persons Place of Usual Residence","2029, NSW","70-74 years",434
"Persons Place of Usual Residence","2029, NSW","75-79 years",283
"Persons Place of Usual Residence","2029, NSW","80-84 years",244
"Persons Place of Usual Residence","2029, NSW","85-89 years",168
"Persons Place of Usual Residence","2029, NSW","90-94 years",103
"Persons Place of Usual Residence","2029, NSW","95-99 years",30
"Persons Place of Usual Residence","2029, NSW","100 years and over",0
"Persons Place of Usual Residence","2029, NSW","Total",9957
"Persons Place of Usual Residence","2030, NSW","0-4 years",811
"Persons Place of Usual Residence","2030, NSW","5-9 years",1072
"Persons Place of Usual Residence","2030, NSW","10-14 years",1101
"Persons Place of Usual Residence","2030, NSW","15-19 years",1032
"Persons Place of Usual Residence","2030, NSW","20-24 years",818
"Persons Place of Usual Residence","2030, NSW","25-29 years",605
"Persons Place of Usual Residence","2030, NSW","30-34 years",638
"Persons Place of Usual Residence","2030, NSW","35-39 years",829
"Persons Place of Usual Residence","2030, NSW","40-44 years",1045
"Persons Place of Usual Residence","2030, NSW","45-49 years",1113
"Persons Place of Usual Residence","2030, NSW","50-54 years",1050
"Persons Place of Usual Residence","2030, NSW","55-59 years",921
"Persons Place of Usual Residence","2030, NSW","60-64 years",779
"Persons Place of Usual Residence","2030, NSW","65-69 years",709
"Persons Place of Usual Residence","2030, NSW","70-74 years",542
"Persons Place of Usual Residence","2030, NSW","75-79 years",364
"Persons Place of Usual Residence","2030, NSW","80-84 years",266
"Persons Place of Usual Residence","2030, NSW","85-89 years",208
"Persons Place of Usual Residence","2030, NSW","90-94 years",142
"Persons Place of Usual Residence","2030, NSW","95-99 years",25
"Persons Place of Usual Residence","2030, NSW","100 years and over",10
"Persons Place of Usual Residence","2030, NSW","Total",14080
"Persons Place of Usual Residence","2031, NSW","0-4 years",2184
"Persons Place of Usual Residence","2031, NSW","5-9 years",1894
"Persons Place of Usual Residence","2031, NSW","10-14 years",1435
"Persons Place of Usual Residence","2031, NSW","15-19 years",1363
"Persons Place of Usual Residence","2031, NSW","20-24 years",2631
"Persons Place of Usual Residence","2031, NSW","25-29 years",3744
"Persons Place of Usual Residence","2031, NSW","30-34 years",3972
"Persons Place of Usual Residence","2031, NSW","35-39 years",3268
"Persons Place of Usual Residence","2031, NSW","40-44 years",2696
"Persons Place of Usual Residence","2031, NSW","45-49 years",2328
"Persons Place of Usual Residence","2031, NSW","50-54 years",1923
"Persons Place of Usual Residence","2031, NSW","55-59 years",1708
"Persons Place of Usual Residence","2031, NSW","60-64 years",1395
"Persons Place of Usual Residence","2031, NSW","65-69 years",1204
"Persons Place of Usual Residence","2031, NSW","70-74 years",936
"Persons Place of Usual Residence","2031, NSW","75-79 years",695
"Persons Place of Usual Residence","2031, NSW","80-84 years",514
"Persons Place of Usual Residence","2031, NSW","85-89 years",489
"Persons Place of Usual Residence","2031, NSW","90-94 years",259
"Persons Place of Usual Residence","2031, NSW","95-99 years",86
"Persons Place of Usual Residence","2031, NSW","100 years and over",16
"Persons Place of Usual Residence","2031, NSW","Total",34729
"Persons Place of Usual Residence","2032, NSW","0-4 years",622
"Persons Place of Usual Residence","2032, NSW","5-9 years",693
"Persons Place of Usual Residence","2032, NSW","10-14 years",583
"Persons Place of Usual Residence","2032, NSW","15-19 years",1284
"Persons Place of Usual Residence","2032, NSW","20-24 years",3543
"Persons Place of Usual Residence","2032, NSW","25-29 years",2083
"Persons Place of Usual Residence","2032, NSW","30-34 years",1163
"Persons Place of Usual Residence","2032, NSW","35-39 years",900
"Persons Place of Usual Residence","2032, NSW","40-44 years",903
"Persons Place of Usual Residence","2032, NSW","45-49 years",834
"Persons Place of Usual Residence","2032, NSW","50-54 years",779
"Persons Place of Usual Residence","2032, NSW","55-59 years",673
"Persons Place of Usual Residence","2032, NSW","60-64 years",621
"Persons Place of Usual Residence","2032, NSW","65-69 years",561
"Persons Place of Usual Residence","2032, NSW","70-74 years",427
"Persons Place of Usual Residence","2032, NSW","75-79 years",405
"Persons Place of Usual Residence","2032, NSW","80-84 years",309
"Persons Place of Usual Residence","2032, NSW","85-89 years",216
"Persons Place of Usual Residence","2032, NSW","90-94 years",90
"Persons Place of Usual Residence","2032, NSW","95-99 years",11
"Persons Place of Usual Residence","2032, NSW","100 years and over",0
"Persons Place of Usual Residence","2032, NSW","Total",16692
"Persons Place of Usual Residence","2033, NSW","0-4 years",540
"Persons Place of Usual Residence","2033, NSW","5-9 years",514
"Persons Place of Usual Residence","2033, NSW","10-14 years",411
"Persons Place of Usual Residence","2033, NSW","15-19 years",768
"Persons Place of Usual Residence","2033, NSW","20-24 years",1712
"Persons Place of Usual Residence","2033, NSW","25-29 years",1510
"Persons Place of Usual Residence","2033, NSW","30-34 years",1133
"Persons Place of Usual Residence","2033, NSW","35-39 years",899
"Persons Place of Usual Residence","2033, NSW","40-44 years",677
"Persons Place of Usual Residence","2033, NSW","45-49 years",589
"Persons Place of Usual Residence","2033, NSW","50-54 years",587
"Persons Place of Usual Residence","2033, NSW","55-59 years",472
"Persons Place of Usual Residence","2033, NSW","60-64 years",355
"Persons Place of Usual Residence","2033, NSW","65-69 years",390
"Persons Place of Usual Residence","2033, NSW","70-74 years",296
"Persons Place of Usual Residence","2033, NSW","75-79 years",259
"Persons Place of Usual Residence","2033, NSW","80-84 years",217
"Persons Place of Usual Residence","2033, NSW","85-89 years",160
"Persons Place of Usual Residence","2033, NSW","90-94 years",58
"Persons Place of Usual Residence","2033, NSW","95-99 years",20
"Persons Place of Usual Residence","2033, NSW","100 years and over",0
"Persons Place of Usual Residence","2033, NSW","Total",11573
"Persons Place of Usual Residence","2034, NSW","0-4 years",1269
"Persons Place of Usual Residence","2034, NSW","5-9 years",1067
"Persons Place of Usual Residence","2034, NSW","10-14 years",912
"Persons Place of Usual Residence","2034, NSW","15-19 years",806
"Persons Place of Usual Residence","2034, NSW","20-24 years",1233
"Persons Place of Usual Residence","2034, NSW","25-29 years",2218
"Persons Place of Usual Residence","2034, NSW","30-34 years",2449
"Persons Place of Usual Residence","2034, NSW","35-39 years",2019
"Persons Place of Usual Residence","2034, NSW","40-44 years",1617
"Persons Place of Usual Residence","2034, NSW","45-49 years",1445
"Persons Place of Usual Residence","2034, NSW","50-54 years",1245
"Persons Place of Usual Residence","2034, NSW","55-59 years",1030
"Persons Place of Usual Residence","2034, NSW","60-64 years",929
"Persons Place of Usual Residence","2034, NSW","65-69 years",787
"Persons Place of Usual Residence","2034, NSW","70-74 years",597
"Persons Place of Usual Residence","2034, NSW","75-79 years",430
"Persons Place of Usual Residence","2034, NSW","80-84 years",310
"Persons Place of Usual Residence","2034, NSW","85-89 years",240
"Persons Place of Usual Residence","2034, NSW","90-94 years",94
"Persons Place of Usual Residence","2034, NSW","95-99 years",18
"Persons Place of Usual Residence","2034, NSW","100 years and over",0
"Persons Place of Usual Residence","2034, NSW","Total",20716
"Persons Place of Usual Residence","2035, NSW","0-4 years",1944
"Persons Place of Usual Residence","2035, NSW","5-9 years",1966
"Persons Place of Usual Residence","2035, NSW","10-14 years",1790
"Persons Place of Usual Residence","2035, NSW","15-19 years",1895
"Persons Place of Usual Residence","2035, NSW","20-24 years",2803
"Persons Place of Usual Residence","2035, NSW","25-29 years",2710
"Persons Place of Usual Residence","2035, NSW","30-34 years",2659
"Persons Place of Usual Residence","2035, NSW","35-39 years",2612
"Persons Place of Usual Residence","2035, NSW","40-44 years",2495
"Persons Place of Usual Residence","2035, NSW","45-49 years",2298
"Persons Place of Usual Residence","2035, NSW","50-54 years",2091
"Persons Place of Usual Residence","2035, NSW","55-59 years",1926
"Persons Place of Usual Residence","2035, NSW","60-64 years",1659
"Persons Place of Usual Residence","2035, NSW","65-69 years",1478
"Persons Place of Usual Residence","2035, NSW","70-74 years",1294
"Persons Place of Usual Residence","2035, NSW","75-79 years",1051
"Persons Place of Usual Residence","2035, NSW","80-84 years",850
"Persons Place of Usual Residence","2035, NSW","85-89 years",621
"Persons Place of Usual Residence","2035, NSW","90-94 years",278
"Persons Place of Usual Residence","2035, NSW","95-99 years",55
"Persons Place of Usual Residence","2035, NSW","100 years and over",4
"Persons Place of Usual Residence","2035, NSW","Total",34496
"Persons Place of Usual Residence","2036, NSW","0-4 years",1694
"Persons Place of Usual Residence","2036, NSW","5-9 years",1795
"Persons Place of Usual Residence","2036, NSW","10-14 years",1628
"Persons Place of Usual Residence","2036, NSW","15-19 years",1802
"Persons Place of Usual Residence","2036, NSW","20-24 years",1994
"Persons Place of Usual Residence","2036, NSW","25-29 years",2043
"Persons Place of Usual Residence","2036, NSW","30-34 years",2117
"Persons Place of Usual Residence","2036, NSW","35-39 years",2164
"Persons Place of Usual Residence","2036, NSW","40-44 years",2287
"Persons Place of Usual Residence","2036, NSW","45-49 years",2217
"Persons Place of Usual Residence","2036, NSW","50-54 years",2170
"Persons Place of Usual Residence","2036, NSW","55-59 years",1825
"Persons Place of Usual Residence","2036, NSW","60-64 years",1666
"Persons Place of Usual Residence","2036, NSW","65-69 years",1557
"Persons Place of Usual Residence","2036, NSW","70-74 years",1242
"Persons Place of Usual Residence","2036, NSW","75-79 years",860
"Persons Place of Usual Residence","2036, NSW","80-84 years",633
"Persons Place of Usual Residence","2036, NSW","85-89 years",452
"Persons Place of Usual Residence","2036, NSW","90-94 years",194
"Persons Place of Usual Residence","2036, NSW","95-99 years",62
"Persons Place of Usual Residence","2036, NSW","100 years and over",3
"Persons Place of Usual Residence","2036, NSW","Total",30411
"Persons Place of Usual Residence","2037, NSW","0-4 years",632
"Persons Place of Usual Residence","2037, NSW","5-9 years",497
"Persons Place of Usual Residence","2037, NSW","10-14 years",423
"Persons Place of Usual Residence","2037, NSW","15-19 years",708
"Persons Place of Usual Residence","2037, NSW","20-24 years",2007
"Persons Place of Usual Residence","2037, NSW","25-29 years",2263
"Persons Place of Usual Residence","2037, NSW","30-34 years",1806
"Persons Place of Usual Residence","2037, NSW","35-39 years",1251
"Persons Place of Usual Residence","2037, NSW","40-44 years",1078
"Persons Place of Usual Residence","2037, NSW","45-49 years",937
"Persons Place of Usual Residence","2037, NSW","50-54 years",879
"Persons Place of Usual Residence","2037, NSW","55-59 years",902
"Persons Place of Usual Residence","2037, NSW","60-64 years",806
"Persons Place of Usual Residence","2037, NSW","65-69 years",748
"Persons Place of Usual Residence","2037, NSW","70-74 years",505
"Persons Place of Usual Residence","2037, NSW","75-79 years",295
"Persons Place of Usual Residence","2037, NSW","80-84 years",185
"Persons Place of Usual Residence","2037, NSW","85-89 years",123
"Persons Place of Usual Residence","2037, NSW","90-94 years",48
"Persons Place of Usual Residence","2037, NSW","95-99 years",17
"Persons Place of Usual Residence","2037, NSW","100 years and over",0
"Persons Place of Usual Residence","2037, NSW","Total",16119
"Persons Place of Usual Residence","2038, NSW","0-4 years",626
"Persons Place of Usual Residence","2038, NSW","5-9 years",551
"Persons Place of Usual Residence","2038, NSW","10-14 years",394
"Persons Place of Usual Residence","2038, NSW","15-19 years",351
"Persons Place of Usual Residence","2038, NSW","20-24 years",641
"Persons Place of Usual Residence","2038, NSW","25-29 years",804
"Persons Place of Usual Residence","2038, NSW","30-34 years",883
"Persons Place of Usual Residence","2038, NSW","35-39 years",911
"Persons Place of Usual Residence","2038, NSW","40-44 years",869
"Persons Place of Usual Residence","2038, NSW","45-49 years",736
"Persons Place of Usual Residence","2038, NSW","50-54 years",631
"Persons Place of Usual Residence","2038, NSW","55-59 years",523
"Persons Place of Usual Residence","2038, NSW","60-64 years",485
"Persons Place of Usual Residence","2038, NSW","65-69 years",415
"Persons Place of Usual Residence","2038, NSW","70-74 years",241
"Persons Place of Usual Residence","2038, NSW","75-79 years",164
"Persons Place of Usual Residence","2038, NSW","80-84 years",116
"Persons Place of Usual Residence","2038, NSW","85-89 years",76
"Persons Place of Usual Residence","2038, NSW","90-94 years",31
"Persons Place of Usual Residence","2038, NSW","95-99 years",4
"Persons Place of Usual Residence","2038, NSW","100 years and over",0
"Persons Place of Usual Residence","2038, NSW","Total",9452
"Persons Place of Usual Residence","2039, NSW","0-4 years",628
"Persons Place of Usual Residence","2039, NSW","5-9 years",546
"Persons Place of Usual Residence","2039, NSW","10-14 years",337
"Persons Place of Usual Residence","2039, NSW","15-19 years",252
"Persons Place of Usual Residence","2039, NSW","20-24 years",376
"Persons Place of Usual Residence","2039, NSW","25-29 years",649
"Persons Place of Usual Residence","2039, NSW","30-34 years",936
"Persons Place of Usual Residence","2039, NSW","35-39 years",972
"Persons Place of Usual Residence","2039, NSW","40-44 years",875
"Persons Place of Usual Residence","2039, NSW","45-49 years",717
"Persons Place of Usual Residence","2039, NSW","50-54 years",565
